user,train_session,threshold_strategy,threshold_value,balanced_accuracy,fmr,fnmr
s017,6,fixed,0.8,0.498,0.004,1.0
s017,7,fixed,0.8,0.4974,0.0052,1.0
s018,1,fixed,0.8,0.5394,0.0012,0.92
s018,2,fixed,0.8,0.5148,0.0104,0.96
s018,3,fixed,0.8,0.4998,0.0004,1.0
s018,4,fixed,0.8,0.49720000000000003,0.0456,0.96
s018,5,fixed,0.8,0.499,0.002,1.0
s018,6,fixed,0.8,0.4998,0.0004,1.0
s018,7,fixed,0.8,0.51,0.0,0.98
s019,1,fixed,0.8,0.499,0.002,1.0
s019,2,fixed,0.8,0.4988,0.0024,1.0
s019,3,fixed,0.8,0.5,0.0,1.0
s019,4,fixed,0.8,0.5174,0.0052,0.96
s019,5,fixed,0.8,0.5484,0.0032,0.9
s019,6,fixed,0.8,0.4992,0.0016,1.0
s019,7,fixed,0.8,0.4978,0.0044,1.0
s020,1,fixed,0.8,0.5,0.0,1.0
s020,2,fixed,0.8,0.5065999999999999,0.0268,0.96
s020,3,fixed,0.8,0.4972,0.0056,1.0
s020,4,fixed,0.8,0.4988,0.0024,1.0
s020,5,fixed,0.8,0.4986,0.0028,1.0
s020,6,fixed,0.8,0.4956,0.0088,1.0
s020,7,fixed,0.8,0.4988,0.0024,1.0
s021,1,fixed,0.8,0.4996,0.0208,0.98
s021,2,fixed,0.8,0.5,0.0,1.0
s021,3,fixed,0.8,0.5,0.0,1.0
s021,4,fixed,0.8,0.5088,0.0024,0.98
s021,5,fixed,0.8,0.5,0.0,1.0
s021,6,fixed,0.8,0.4994,0.0012,1.0
s021,7,fixed,0.8,0.519,0.022,0.94
s022,1,fixed,0.8,0.5,0.0,1.0
s022,2,fixed,0.8,0.4998,0.0004,1.0
s022,3,fixed,0.8,0.5482,0.0036,0.9
s022,4,fixed,0.8,0.4972,0.0056,1.0
s022,5,fixed,0.8,0.4936,0.0128,1.0
s022,6,fixed,0.8,0.4988,0.0024,1.0
s022,7,fixed,0.8,0.4994,0.0012,1.0
s024,1,fixed,0.8,0.4908,0.0184,1.0
s024,2,fixed,0.8,0.4986,0.0028,1.0
s024,3,fixed,0.8,0.4962,0.0076,1.0
s024,4,fixed,0.8,0.4974,0.0052,1.0
s024,5,fixed,0.8,0.5072,0.0056,0.98
s024,6,fixed,0.8,0.5,0.0,1.0
s024,7,fixed,0.8,0.4842,0.0316,1.0
s025,1,fixed,0.8,0.5,0.0,1.0
s025,2,fixed,0.8,0.4938,0.0124,1.0
s025,3,fixed,0.8,0.5068,0.0064,0.98
s025,4,fixed,0.8,0.531,0.018,0.92
s025,5,fixed,0.8,0.5266,0.0068,0.94
s025,6,fixed,0.8,0.4984,0.0032,1.0
s025,7,fixed,0.8,0.4998,0.0004,1.0
s026,1,fixed,0.8,0.4966,0.0068,1.0
s026,2,fixed,0.8,0.5,0.0,1.0
s026,3,fixed,0.8,0.49660000000000004,0.0468,0.96
s026,4,fixed,0.8,0.5,0.0,1.0
s026,5,fixed,0.8,0.4996,0.0008,1.0
s026,6,fixed,0.8,0.5038,0.0124,0.98
s026,7,fixed,0.8,0.5,0.0,1.0
s027,1,fixed,0.8,0.5025999999999999,0.0348,0.96
s027,2,fixed,0.8,0.493,0.014,1.0
s027,3,fixed,0.8,0.4968,0.0064,1.0
s027,4,fixed,0.8,0.4938,0.0124,1.0
s027,5,fixed,0.8,0.5264,0.0072,0.94
s027,6,fixed,0.8,0.5,0.0,1.0
s027,7,fixed,0.8,0.5174,0.0052,0.96
s028,1,fixed,0.8,0.5,0.0,1.0
s028,2,fixed,0.8,0.4998,0.0004,1.0
s028,3,fixed,0.8,0.4938,0.0124,1.0
s028,4,fixed,0.8,0.4918,0.0164,1.0
s028,5,fixed,0.8,0.5,0.0,1.0
s028,6,fixed,0.8,0.5,0.0,1.0
s028,7,fixed,0.8,0.499,0.002,1.0
s029,1,fixed,0.8,0.5,0.0,1.0
s029,2,fixed,0.8,0.5,0.0,1.0
s029,3,fixed,0.8,0.494,0.012,1.0
s029,4,fixed,0.8,0.4982,0.0036,1.0
s029,5,fixed,0.8,0.4994,0.0012,1.0
s029,6,fixed,0.8,0.5,0.0,1.0
s029,7,fixed,0.8,0.4994,0.0012,1.0
s030,1,fixed,0.8,0.4962,0.0076,1.0
s030,2,fixed,0.8,0.6392,0.0216,0.7
s030,3,fixed,0.8,0.509,0.002,0.98
s030,4,fixed,0.8,0.5,0.0,1.0
s030,5,fixed,0.8,0.4968,0.0064,1.0
s030,6,fixed,0.8,0.56,0.0,0.88
s030,7,fixed,0.8,0.4994,0.0012,1.0
s031,1,fixed,0.8,0.4992,0.0016,1.0
s031,2,fixed,0.8,0.4986,0.0028,1.0
s031,3,fixed,0.8,0.5094,0.0212,0.96
s031,4,fixed,0.8,0.498,0.004,1.0
s031,5,fixed,0.8,0.4998,0.0004,1.0
s031,6,fixed,0.8,0.4772,0.0456,1.0
s031,7,fixed,0.8,0.4986,0.0028,1.0
s032,1,fixed,0.8,0.507,0.006,0.98
s032,2,fixed,0.8,0.4938,0.0124,1.0
s032,3,fixed,0.8,0.4912,0.0176,1.0
s032,4,fixed,0.8,0.507,0.006,0.98
s032,5,fixed,0.8,0.5112,0.0176,0.96
s032,6,fixed,0.8,0.4844,0.0312,1.0
s032,7,fixed,0.8,0.498,0.004,1.0
s033,1,fixed,0.8,0.5,0.0,1.0
s033,2,fixed,0.8,0.4998,0.0004,1.0
s033,3,fixed,0.8,0.5,0.0,1.0
s033,4,fixed,0.8,0.4998,0.0004,1.0
s033,5,fixed,0.8,0.5298,0.0004,0.94
s033,6,fixed,0.8,0.5,0.0,1.0
s033,7,fixed,0.8,0.4974,0.0052,1.0
s034,1,fixed,0.8,0.5,0.0,1.0
s034,2,fixed,0.8,0.5038,0.0124,0.98
s034,3,fixed,0.8,0.4996,0.0008,1.0
s034,4,fixed,0.8,0.499,0.002,1.0
s034,5,fixed,0.8,0.4996,0.0008,1.0
s034,6,fixed,0.8,0.4994,0.0012,1.0
s034,7,fixed,0.8,0.4998,0.0004,1.0
s035,1,fixed,0.8,0.5092,0.0016,0.98
s035,2,fixed,0.8,0.5,0.0,1.0
s035,3,fixed,0.8,0.4976,0.0048,1.0
s035,4,fixed,0.8,0.4998,0.0004,1.0
s035,5,fixed,0.8,0.4988,0.0024,1.0
s035,6,fixed,0.8,0.497,0.006,1.0
s035,7,fixed,0.8,0.5098,0.0004,0.98
s036,1,fixed,0.8,0.4998,0.0004,1.0
s036,2,fixed,0.8,0.5,0.0,1.0
s036,3,fixed,0.8,0.5,0.0,1.0
s036,4,fixed,0.8,0.4996,0.0008,1.0
s036,5,fixed,0.8,0.4996,0.0008,1.0
s036,6,fixed,0.8,0.519,0.002,0.96
s036,7,fixed,0.8,0.5,0.0,1.0
s037,1,fixed,0.8,0.4994,0.0012,1.0
s037,2,fixed,0.8,0.5,0.0,1.0
s037,3,fixed,0.8,0.4984,0.0032,1.0
s037,4,fixed,0.8,0.4998,0.0004,1.0
s037,5,fixed,0.8,0.4964,0.0072,1.0
s037,6,fixed,0.8,0.4984,0.0032,1.0
s037,7,fixed,0.8,0.5,0.0,1.0
s038,1,fixed,0.8,0.4968,0.0064,1.0
s038,2,fixed,0.8,0.5062,0.0076,0.98
s038,3,fixed,0.8,0.4992,0.0016,1.0
s038,4,fixed,0.8,0.5,0.0,1.0
s038,5,fixed,0.8,0.5294,0.0012,0.94
s038,6,fixed,0.8,0.493,0.014,1.0
s038,7,fixed,0.8,0.495,0.01,1.0
s039,1,fixed,0.8,0.5,0.0,1.0
s039,2,fixed,0.8,0.5278,0.0044,0.94
s039,3,fixed,0.8,0.516,0.008,0.96
s039,4,fixed,0.8,0.4938,0.0124,1.0
s039,5,fixed,0.8,0.4996,0.0008,1.0
s039,6,fixed,0.8,0.49,0.02,1.0
s039,7,fixed,0.8,0.5336,0.0128,0.92
s040,1,fixed,0.8,0.5,0.0,1.0
s040,2,fixed,0.8,0.5,0.0,1.0
s040,3,fixed,0.8,0.4964,0.0072,1.0
s040,4,fixed,0.8,0.5172,0.0056,0.96
s040,5,fixed,0.8,0.499,0.002,1.0
s040,6,fixed,0.8,0.5,0.0,1.0
s040,7,fixed,0.8,0.5196,0.0008,0.96
s041,1,fixed,0.8,0.558,0.004,0.88
s041,2,fixed,0.8,0.4968,0.0064,1.0
s041,3,fixed,0.8,0.4926,0.0148,1.0
s041,4,fixed,0.8,0.5382,0.0036,0.92
s041,5,fixed,0.8,0.5094,0.0012,0.98
s041,6,fixed,0.8,0.4996,0.0008,1.0
s041,7,fixed,0.8,0.7772,0.0056,0.44
s042,1,fixed,0.8,0.495,0.01,1.0
s042,2,fixed,0.8,0.499,0.002,1.0
s042,3,fixed,0.8,0.4996,0.0008,1.0
s042,4,fixed,0.8,0.4958,0.0284,0.98
s042,5,fixed,0.8,0.5,0.0,1.0
s042,6,fixed,0.8,0.5084,0.0032,0.98
s042,7,fixed,0.8,0.5,0.0,1.0
s043,1,fixed,0.8,0.4996,0.0008,1.0
s043,2,fixed,0.8,0.5,0.0,1.0
s043,3,fixed,0.8,0.508,0.004,0.98
s043,4,fixed,0.8,0.4998,0.0004,1.0
s043,5,fixed,0.8,0.5288,0.0024,0.94
s043,6,fixed,0.8,0.4998,0.0004,1.0
s043,7,fixed,0.8,0.509,0.002,0.98
s044,1,fixed,0.8,0.5088,0.0024,0.98
s044,2,fixed,0.8,0.4984,0.0032,1.0
s044,3,fixed,0.8,0.4982,0.0036,1.0
s044,4,fixed,0.8,0.5,0.0,1.0
s044,5,fixed,0.8,0.4996,0.0008,1.0
s044,6,fixed,0.8,0.5,0.0,1.0
s044,7,fixed,0.8,0.5092,0.0016,0.98
s046,1,fixed,0.8,0.4976,0.0048,1.0
s046,2,fixed,0.8,0.4954,0.0092,1.0
s046,3,fixed,0.8,0.5,0.0,1.0
s046,4,fixed,0.8,0.4986,0.0028,1.0
s046,5,fixed,0.8,0.4916,0.0168,1.0
s046,6,fixed,0.8,0.4992,0.0016,1.0
s046,7,fixed,0.8,0.5098,0.0004,0.98
s047,1,fixed,0.8,0.5,0.0,1.0
s047,2,fixed,0.8,0.4972,0.0056,1.0
s047,3,fixed,0.8,0.508,0.024,0.96
s047,4,fixed,0.8,0.4998,0.0004,1.0
s047,5,fixed,0.8,0.5134,0.0132,0.96
s047,6,fixed,0.8,0.4998,0.0004,1.0
s047,7,fixed,0.8,0.5148,0.0104,0.96
s048,1,fixed,0.8,0.5,0.0,1.0
s048,2,fixed,0.8,0.4874,0.0452,0.98
s048,3,fixed,0.8,0.4966,0.0068,1.0
s048,4,fixed,0.8,0.4914,0.0172,1.0
s048,5,fixed,0.8,0.4982,0.0036,1.0
s048,6,fixed,0.8,0.4998,0.0004,1.0
s048,7,fixed,0.8,0.497,0.006,1.0
s049,1,fixed,0.8,0.4974,0.0052,1.0
s049,2,fixed,0.8,0.5,0.0,1.0
s049,3,fixed,0.8,0.4954,0.0092,1.0
s049,4,fixed,0.8,0.5065999999999999,0.0068,0.98
s049,5,fixed,0.8,0.5,0.0,1.0
s049,6,fixed,0.8,0.5,0.0,1.0
s049,7,fixed,0.8,0.5,0.0,1.0
s050,1,fixed,0.8,0.5,0.0,1.0
s050,2,fixed,0.8,0.503,0.014,0.98
s050,3,fixed,0.8,0.5075999999999999,0.0048,0.98
s050,4,fixed,0.8,0.5128,0.0144,0.96
s050,5,fixed,0.8,0.4908,0.0184,1.0
s050,6,fixed,0.8,0.4938,0.0124,1.0
s050,7,fixed,0.8,0.5,0.0,1.0
s051,1,fixed,0.8,0.5,0.0,1.0
s051,2,fixed,0.8,0.494,0.012,1.0
s051,3,fixed,0.8,0.5074,0.0052,0.98
s051,4,fixed,0.8,0.4984,0.0032,1.0
s051,5,fixed,0.8,0.548,0.004,0.9
s051,6,fixed,0.8,0.516,0.008,0.96
s051,7,fixed,0.8,0.4988,0.0024,1.0
s052,1,fixed,0.8,0.4976,0.0048,1.0
s052,2,fixed,0.8,0.52,0.0,0.96
s052,3,fixed,0.8,0.4952,0.0096,1.0
s052,4,fixed,0.8,0.5198,0.0004,0.96
s052,5,fixed,0.8,0.519,0.002,0.96
s052,6,fixed,0.8,0.4986,0.0028,1.0
s052,7,fixed,0.8,0.4948,0.0104,1.0
s053,1,fixed,0.8,0.4804,0.0392,1.0
s053,2,fixed,0.8,0.4968,0.0064,1.0
s053,3,fixed,0.8,0.5098,0.0004,0.98
s053,4,fixed,0.8,0.508,0.004,0.98
s053,5,fixed,0.8,0.5,0.0,1.0
s053,6,fixed,0.8,0.4932,0.0136,1.0
s053,7,fixed,0.8,0.4932,0.0136,1.0
s054,1,fixed,0.8,0.5,0.0,1.0
s054,2,fixed,0.8,0.4992,0.0016,1.0
s054,3,fixed,0.8,0.5,0.0,1.0
s054,4,fixed,0.8,0.4976,0.0048,1.0
s054,5,fixed,0.8,0.5,0.0,1.0
s054,6,fixed,0.8,0.4998,0.0204,0.98
s054,7,fixed,0.8,0.5,0.0,1.0
s055,1,fixed,0.8,0.4944,0.0112,1.0
s055,2,fixed,0.8,0.4972,0.0056,1.0
s055,3,fixed,0.8,0.5296,0.0008,0.94
s055,4,fixed,0.8,0.4996,0.0008,1.0
s055,5,fixed,0.8,0.4974,0.0052,1.0
s055,6,fixed,0.8,0.5,0.0,1.0
s055,7,fixed,0.8,0.4994,0.0012,1.0
s056,1,fixed,0.8,0.5,0.0,1.0
s056,2,fixed,0.8,0.4992,0.0016,1.0
s056,3,fixed,0.8,0.4982,0.0036,1.0
s056,4,fixed,0.8,0.4956,0.0088,1.0
s056,5,fixed,0.8,0.4912,0.0176,1.0
s056,6,fixed,0.8,0.4996,0.0008,1.0
s056,7,fixed,0.8,0.4988,0.0024,1.0
s057,1,fixed,0.8,0.4974,0.0052,1.0
s057,2,fixed,0.8,0.5,0.0,1.0
s057,3,fixed,0.8,0.4982,0.0036,1.0
s057,4,fixed,0.8,0.528,0.004,0.94
s057,5,fixed,0.8,0.4876,0.0248,1.0
s057,6,fixed,0.8,0.53,0.0,0.94
s057,7,fixed,0.8,0.4996,0.0008,1.0
