user,train_session,threshold_strategy,threshold_value,balanced_accuracy,fmr,fnmr
s010,1,fixed,0.5,0.5,1.0,0.0
s010,2,fixed,0.5,0.6648000000000001,0.6504,0.02
s010,3,fixed,0.5,0.7,0.58,0.02
s010,4,fixed,0.5,0.5,1.0,0.0
s010,5,fixed,0.5,0.7308,0.5384,0.0
s010,6,fixed,0.5,0.5,1.0,0.0
s010,7,fixed,0.5,0.5,1.0,0.0
s011,1,fixed,0.5,0.5,1.0,0.0
s011,2,fixed,0.5,0.5,1.0,0.0
s011,3,fixed,0.5,0.5,1.0,0.0
s011,4,fixed,0.5,0.5604,0.8792,0.0
s011,5,fixed,0.5,0.5,1.0,0.0
s011,6,fixed,0.5,0.5768,0.8064,0.04
s011,7,fixed,0.5,0.6706,0.6588,0.0
s012,1,fixed,0.5,0.5178,0.9644,0.0
s012,2,fixed,0.5,0.5,1.0,0.0
s012,3,fixed,0.5,0.5,1.0,0.0
s012,4,fixed,0.5,0.5,1.0,0.0
s012,5,fixed,0.5,0.5,1.0,0.0
s012,6,fixed,0.5,0.5,1.0,0.0
s012,7,fixed,0.5,0.5,1.0,0.0
s013,1,fixed,0.5,0.6075999999999999,0.7448,0.04
s013,2,fixed,0.5,0.7605999999999999,0.3988,0.08
s013,3,fixed,0.5,0.5,1.0,0.0
s013,4,fixed,0.5,0.5,1.0,0.0
s013,5,fixed,0.5,0.5,1.0,0.0
s013,6,fixed,0.5,0.5,1.0,0.0
s013,7,fixed,0.5,0.5282,0.9436,0.0
s015,1,fixed,0.5,0.53,0.94,0.0
s015,2,fixed,0.5,0.5,1.0,0.0
s015,3,fixed,0.5,0.5,1.0,0.0
s015,4,fixed,0.5,0.5,1.0,0.0
s015,5,fixed,0.5,0.5,1.0,0.0
s015,6,fixed,0.5,0.5048,0.9904,0.0
s015,7,fixed,0.5,0.5,1.0,0.0
s016,1,fixed,0.5,0.5,1.0,0.0
s016,2,fixed,0.5,0.5,1.0,0.0
s016,3,fixed,0.5,0.5,1.0,0.0
s016,4,fixed,0.5,0.5,1.0,0.0
s016,5,fixed,0.5,0.5,1.0,0.0
s016,6,fixed,0.5,0.5,1.0,0.0
s016,7,fixed,0.5,0.5,1.0,0.0
s017,1,fixed,0.5,0.5,1.0,0.0
s017,2,fixed,0.5,0.5,1.0,0.0
s017,3,fixed,0.5,0.6586,0.6828,0.0
s017,4,fixed,0.5,0.5,1.0,0.0
s017,5,fixed,0.5,0.5086,0.9828,0.0
s017,6,fixed,0.5,0.5,1.0,0.0
s017,7,fixed,0.5,0.5,1.0,0.0
s018,1,fixed,0.5,0.5,1.0,0.0
s018,2,fixed,0.5,0.5,1.0,0.0
s018,3,fixed,0.5,0.5,1.0,0.0
s018,4,fixed,0.5,0.63,0.74,0.0
s018,5,fixed,0.5,0.5,1.0,0.0
s018,6,fixed,0.5,0.5,1.0,0.0
s018,7,fixed,0.5,0.5,1.0,0.0
s019,1,fixed,0.5,0.7562,0.4676,0.02
s019,2,fixed,0.5,0.5,1.0,0.0
s019,3,fixed,0.5,0.5386,0.8828,0.04
s019,4,fixed,0.5,0.5,1.0,0.0
s019,5,fixed,0.5,0.5,1.0,0.0
s019,6,fixed,0.5,0.6355999999999999,0.7288,0.0
s019,7,fixed,0.5,0.5,1.0,0.0
s020,1,fixed,0.5,0.5,1.0,0.0
s020,2,fixed,0.5,0.5,1.0,0.0
s020,3,fixed,0.5,0.5,1.0,0.0
s020,4,fixed,0.5,0.6324,0.7352,0.0
s020,5,fixed,0.5,0.5702,0.8596,0.0
s020,6,fixed,0.5,0.5642,0.8716,0.0
s020,7,fixed,0.5,0.5282,0.8836,0.06
s021,1,fixed,0.5,0.5,1.0,0.0
s021,2,fixed,0.5,0.5,1.0,0.0
s021,3,fixed,0.5,0.5,1.0,0.0
s021,4,fixed,0.5,0.5,1.0,0.0
s021,5,fixed,0.5,0.6246,0.7308,0.02
s021,6,fixed,0.5,0.6968,0.6064,0.0
s021,7,fixed,0.5,0.58,0.84,0.0
s022,1,fixed,0.5,0.5,1.0,0.0
s022,2,fixed,0.5,0.6719999999999999,0.656,0.0
s022,3,fixed,0.5,0.5572,0.8856,0.0
s022,4,fixed,0.5,0.6994,0.6012,0.0
s022,5,fixed,0.5,0.5,1.0,0.0
s022,6,fixed,0.5,0.5,1.0,0.0
s022,7,fixed,0.5,0.5,1.0,0.0
s024,1,fixed,0.5,0.5582,0.8836,0.0
s024,2,fixed,0.5,0.5,1.0,0.0
s024,3,fixed,0.5,0.5,1.0,0.0
s024,4,fixed,0.5,0.6712,0.6576,0.0
s024,5,fixed,0.5,0.5,1.0,0.0
s024,6,fixed,0.5,0.5,1.0,0.0
s024,7,fixed,0.5,0.6224,0.7552,0.0
s025,1,fixed,0.5,0.5004,0.9992,0.0
s025,2,fixed,0.5,0.5956,0.8088,0.0
s025,3,fixed,0.5,0.5,1.0,0.0
s025,4,fixed,0.5,0.8575999999999999,0.2648,0.02
s025,5,fixed,0.5,0.5,1.0,0.0
s025,6,fixed,0.5,0.5,1.0,0.0
s025,7,fixed,0.5,0.5,1.0,0.0
s026,1,fixed,0.5,0.5,1.0,0.0
s026,2,fixed,0.5,0.5328,0.9344,0.0
s026,3,fixed,0.5,0.5,1.0,0.0
s026,4,fixed,0.5,0.5002,0.9996,0.0
s026,5,fixed,0.5,0.5,1.0,0.0
s026,6,fixed,0.5,0.5,1.0,0.0
s026,7,fixed,0.5,0.6076,0.7848,0.0
s027,1,fixed,0.5,0.5,1.0,0.0
s027,2,fixed,0.5,0.5,1.0,0.0
s027,3,fixed,0.5,0.5,1.0,0.0
s027,4,fixed,0.5,0.6036,0.7928,0.0
s027,5,fixed,0.5,0.6102,0.7396,0.04
s027,6,fixed,0.5,0.5,1.0,0.0
s027,7,fixed,0.5,0.5,1.0,0.0
s028,1,fixed,0.5,0.6564,0.6872,0.0
s028,2,fixed,0.5,0.5,1.0,0.0
s028,3,fixed,0.5,0.5,1.0,0.0
s028,4,fixed,0.5,0.5,1.0,0.0
s028,5,fixed,0.5,0.5,1.0,0.0
s028,6,fixed,0.5,0.5,1.0,0.0
s028,7,fixed,0.5,0.5,1.0,0.0
s029,1,fixed,0.5,0.5,1.0,0.0
s029,2,fixed,0.5,0.5,1.0,0.0
s029,3,fixed,0.5,0.5,1.0,0.0
s029,4,fixed,0.5,0.5,1.0,0.0
s029,5,fixed,0.5,0.5,1.0,0.0
s029,6,fixed,0.5,0.6668000000000001,0.6664,0.0
s029,7,fixed,0.5,0.5276,0.9448,0.0
s030,1,fixed,0.5,0.5668,0.8664,0.0
s030,2,fixed,0.5,0.6098,0.7804,0.0
s030,3,fixed,0.5,0.5,1.0,0.0
s030,4,fixed,0.5,0.5858,0.8284,0.0
s030,5,fixed,0.5,0.696,0.608,0.0
s030,6,fixed,0.5,0.6368,0.7264,0.0
s030,7,fixed,0.5,0.5,1.0,0.0
s031,1,fixed,0.5,0.5,1.0,0.0
s031,2,fixed,0.5,0.5,1.0,0.0
s031,3,fixed,0.5,0.5624,0.8552,0.02
s031,4,fixed,0.5,0.5686,0.8628,0.0
s031,5,fixed,0.5,0.5,1.0,0.0
s031,6,fixed,0.5,0.5045999999999999,0.9508,0.04
s031,7,fixed,0.5,0.5,1.0,0.0
s032,1,fixed,0.5,0.5,1.0,0.0
s032,2,fixed,0.5,0.5,1.0,0.0
s032,3,fixed,0.5,0.5474,0.9052,0.0
s032,4,fixed,0.5,0.5,1.0,0.0
s032,5,fixed,0.5,0.5,1.0,0.0
s032,6,fixed,0.5,0.619,0.762,0.0
s032,7,fixed,0.5,0.5,1.0,0.0
s033,1,fixed,0.5,0.5848,0.8304,0.0
s033,2,fixed,0.5,0.5,1.0,0.0
s033,3,fixed,0.5,0.6314,0.7372,0.0
s033,4,fixed,0.5,0.6668000000000001,0.6664,0.0
s033,5,fixed,0.5,0.8294,0.3412,0.0
s033,6,fixed,0.5,0.5,1.0,0.0
s033,7,fixed,0.5,0.6048,0.7904,0.0
s034,1,fixed,0.5,0.5,1.0,0.0
s034,2,fixed,0.5,0.5282,0.9436,0.0
s034,3,fixed,0.5,0.5,1.0,0.0
s034,4,fixed,0.5,0.7023999999999999,0.5352,0.06
s034,5,fixed,0.5,0.5,1.0,0.0
s034,6,fixed,0.5,0.5,1.0,0.0
s034,7,fixed,0.5,0.5,1.0,0.0
s035,1,fixed,0.5,0.52,0.92,0.04
s035,2,fixed,0.5,0.5,1.0,0.0
s035,3,fixed,0.5,0.5692,0.8616,0.0
s035,4,fixed,0.5,0.5008,0.9984,0.0
s035,5,fixed,0.5,0.724,0.552,0.0
s035,6,fixed,0.5,0.6096,0.7808,0.0
s035,7,fixed,0.5,0.5,1.0,0.0
s036,1,fixed,0.5,0.5,1.0,0.0
s036,2,fixed,0.5,0.5,1.0,0.0
s036,3,fixed,0.5,0.5,1.0,0.0
s036,4,fixed,0.5,0.8204,0.3592,0.0
s036,5,fixed,0.5,0.5,1.0,0.0
s036,6,fixed,0.5,0.5,1.0,0.0
s036,7,fixed,0.5,0.5,1.0,0.0
s037,1,fixed,0.5,0.5,1.0,0.0
s037,2,fixed,0.5,0.5,1.0,0.0
s037,3,fixed,0.5,0.5,1.0,0.0
s037,4,fixed,0.5,0.5,1.0,0.0
s037,5,fixed,0.5,0.5624,0.8752,0.0
s037,6,fixed,0.5,0.5,1.0,0.0
s037,7,fixed,0.5,0.5,1.0,0.0
s038,1,fixed,0.5,0.5834,0.8332,0.0
s038,2,fixed,0.5,0.5,1.0,0.0
s038,3,fixed,0.5,0.5,1.0,0.0
s038,4,fixed,0.5,0.6746,0.6508,0.0
s038,5,fixed,0.5,0.5212,0.9576,0.0
s038,6,fixed,0.5,0.5422,0.9156,0.0
s038,7,fixed,0.5,0.5884,0.7832,0.04
s039,1,fixed,0.5,0.6382,0.7236,0.0
s039,2,fixed,0.5,0.5,1.0,0.0
s039,3,fixed,0.5,0.5428,0.9144,0.0
s039,4,fixed,0.5,0.5,1.0,0.0
s039,5,fixed,0.5,0.6816,0.6368,0.0
s039,6,fixed,0.5,0.5,1.0,0.0
s039,7,fixed,0.5,0.5,1.0,0.0
s040,1,fixed,0.5,0.5,1.0,0.0
s040,2,fixed,0.5,0.6684,0.6632,0.0
s040,3,fixed,0.5,0.5,1.0,0.0
s040,4,fixed,0.5,0.5,1.0,0.0
s040,5,fixed,0.5,0.5002,0.9996,0.0
s040,6,fixed,0.5,0.5148,0.9704,0.0
s040,7,fixed,0.5,0.575,0.85,0.0
s041,1,fixed,0.5,0.5,1.0,0.0
s041,2,fixed,0.5,0.5,1.0,0.0
s041,3,fixed,0.5,0.6014,0.7972,0.0
s041,4,fixed,0.5,0.5,1.0,0.0
s041,5,fixed,0.5,0.5,1.0,0.0
s041,6,fixed,0.5,0.5,1.0,0.0
s041,7,fixed,0.5,0.5,1.0,0.0
s042,1,fixed,0.5,0.59,0.82,0.0
s042,2,fixed,0.5,0.5,1.0,0.0
s042,3,fixed,0.5,0.5,1.0,0.0
s042,4,fixed,0.5,0.5,1.0,0.0
s042,5,fixed,0.5,0.5,1.0,0.0
s042,6,fixed,0.5,0.5,1.0,0.0
s042,7,fixed,0.5,0.5,1.0,0.0
s043,1,fixed,0.5,0.5016,0.9968,0.0
s043,2,fixed,0.5,0.5856,0.8288,0.0
s043,3,fixed,0.5,0.8518,0.2964,0.0
s043,4,fixed,0.5,0.4996,0.0008,1.0
s043,5,fixed,0.5,0.5982,0.8036,0.0
s043,6,fixed,0.5,0.5624,0.8752,0.0
s043,7,fixed,0.5,0.5,1.0,0.0
s044,1,fixed,0.5,0.5,1.0,0.0
s044,2,fixed,0.5,0.5,1.0,0.0
s044,3,fixed,0.5,0.5,1.0,0.0
s044,4,fixed,0.5,0.5,1.0,0.0
s044,5,fixed,0.5,0.5,1.0,0.0
s044,6,fixed,0.5,0.5,1.0,0.0
s044,7,fixed,0.5,0.5,1.0,0.0
s046,1,fixed,0.5,0.5,1.0,0.0
s046,2,fixed,0.5,0.5,1.0,0.0
s046,3,fixed,0.5,0.5,1.0,0.0
s046,4,fixed,0.5,0.615,0.77,0.0
s046,5,fixed,0.5,0.5,1.0,0.0
s046,6,fixed,0.5,0.5,1.0,0.0
s046,7,fixed,0.5,0.5,1.0,0.0
s047,1,fixed,0.5,0.6278,0.7444,0.0
s047,2,fixed,0.5,0.5002,0.9996,0.0
s047,3,fixed,0.5,0.654,0.692,0.0
s047,4,fixed,0.5,0.5,1.0,0.0
s047,5,fixed,0.5,0.7338,0.5324,0.0
s047,6,fixed,0.5,0.5248,0.9504,0.0
s047,7,fixed,0.5,0.5,1.0,0.0
s048,1,fixed,0.5,0.548,0.904,0.0
s048,2,fixed,0.5,0.5,1.0,0.0
s048,3,fixed,0.5,0.5,1.0,0.0
s048,4,fixed,0.5,0.6388,0.7024,0.02
s048,5,fixed,0.5,0.5,1.0,0.0
s048,6,fixed,0.5,0.5,1.0,0.0
s048,7,fixed,0.5,0.5006,0.9988,0.0
s049,1,fixed,0.5,0.5,1.0,0.0
s049,2,fixed,0.5,0.5,1.0,0.0
s049,3,fixed,0.5,0.5,1.0,0.0
s049,4,fixed,0.5,0.5,1.0,0.0
s049,5,fixed,0.5,0.5,1.0,0.0
s049,6,fixed,0.5,0.5,1.0,0.0
s049,7,fixed,0.5,0.5,1.0,0.0
s050,1,fixed,0.5,0.5,1.0,0.0
s050,2,fixed,0.5,0.5,1.0,0.0
s050,3,fixed,0.5,0.5,1.0,0.0
s050,4,fixed,0.5,0.5,1.0,0.0
s050,5,fixed,0.5,0.5,1.0,0.0
s050,6,fixed,0.5,0.552,0.896,0.0
s050,7,fixed,0.5,0.5946,0.8108,0.0
s051,1,fixed,0.5,0.6148,0.7504,0.02
s051,2,fixed,0.5,0.5,1.0,0.0
s051,3,fixed,0.5,0.6426,0.6748,0.04
s051,4,fixed,0.5,0.5392,0.9216,0.0
s051,5,fixed,0.5,0.532,0.896,0.04
s051,6,fixed,0.5,0.5,1.0,0.0
s051,7,fixed,0.5,0.5,1.0,0.0
s052,1,fixed,0.5,0.5,1.0,0.0
s052,2,fixed,0.5,0.5,1.0,0.0
s052,3,fixed,0.5,0.5,1.0,0.0
s052,4,fixed,0.5,0.5,1.0,0.0
s052,5,fixed,0.5,0.7472,0.4856,0.02
s052,6,fixed,0.5,0.5,1.0,0.0
s052,7,fixed,0.5,0.5,1.0,0.0
s053,1,fixed,0.5,0.5004,0.9992,0.0
s053,2,fixed,0.5,0.638,0.724,0.0
s053,3,fixed,0.5,0.527,0.926,0.02
s053,4,fixed,0.5,0.5548,0.8904,0.0
s053,5,fixed,0.5,0.5,1.0,0.0
s053,6,fixed,0.5,0.5,1.0,0.0
s053,7,fixed,0.5,0.5,1.0,0.0
s054,1,fixed,0.5,0.522,0.956,0.0
s054,2,fixed,0.5,0.5,1.0,0.0
s054,3,fixed,0.5,0.5,1.0,0.0
s054,4,fixed,0.5,0.5,1.0,0.0
s054,5,fixed,0.5,0.5,1.0,0.0
s054,6,fixed,0.5,0.5,1.0,0.0
s054,7,fixed,0.5,0.5,1.0,0.0
s055,1,fixed,0.5,0.6166,0.7668,0.0
s055,2,fixed,0.5,0.5022,0.9956,0.0
s055,3,fixed,0.5,0.5,1.0,0.0
s055,4,fixed,0.5,0.5,1.0,0.0
s055,5,fixed,0.5,0.5,1.0,0.0
s055,6,fixed,0.5,0.5,1.0,0.0
s055,7,fixed,0.5,0.5716,0.8568,0.0
s056,1,fixed,0.5,0.5008,0.9984,0.0
s056,2,fixed,0.5,0.5,1.0,0.0
s056,3,fixed,0.5,0.5,1.0,0.0
s056,4,fixed,0.5,0.5,1.0,0.0
s056,5,fixed,0.5,0.5,1.0,0.0
s056,6,fixed,0.5,0.5,1.0,0.0
s056,7,fixed,0.5,0.5094,0.9812,0.0
s057,1,fixed,0.5,0.5,1.0,0.0
s057,2,fixed,0.5,0.5702,0.8596,0.0
s057,3,fixed,0.5,0.5,1.0,0.0
s057,4,fixed,0.5,0.5,1.0,0.0
s057,5,fixed,0.5,0.5,1.0,0.0
s057,6,fixed,0.5,0.5,1.0,0.0
s057,7,fixed,0.5,0.5,1.0,0.0
