user,train_session,threshold_strategy,threshold_value,balanced_accuracy,fmr,fnmr
s011,7,fixed,0.8,0.5085999999999999,0.0028,0.98
s012,1,fixed,0.8,0.5,0.0,1.0
s012,2,fixed,0.8,0.677,0.006,0.64
s012,3,fixed,0.8,0.4972,0.0056,1.0
s012,4,fixed,0.8,0.4978,0.0244,0.98
s012,5,fixed,0.8,0.4974,0.0052,1.0
s012,6,fixed,0.8,0.5198,0.0004,0.96
s012,7,fixed,0.8,0.5192,0.0016,0.96
s013,1,fixed,0.8,0.5,0.0,1.0
s013,2,fixed,0.8,0.4998,0.0004,1.0
s013,3,fixed,0.8,0.4996,0.0008,1.0
s013,4,fixed,0.8,0.4774,0.0452,1.0
s013,5,fixed,0.8,0.4958,0.0084,1.0
s013,6,fixed,0.8,0.4988,0.0024,1.0
s013,7,fixed,0.8,0.5085999999999999,0.0028,0.98
s015,1,fixed,0.8,0.4786,0.0428,1.0
s015,2,fixed,0.8,0.4838,0.0324,1.0
s015,3,fixed,0.8,0.4964,0.0072,1.0
s015,4,fixed,0.8,0.5098,0.0004,0.98
s015,5,fixed,0.8,0.499,0.002,1.0
s015,6,fixed,0.8,0.4998,0.0004,1.0
s015,7,fixed,0.8,0.4992,0.0016,1.0
s016,1,fixed,0.8,0.4974,0.0052,1.0
s016,2,fixed,0.8,0.4986,0.0028,1.0
s016,3,fixed,0.8,0.498,0.004,1.0
s016,4,fixed,0.8,0.5,0.0,1.0
s016,5,fixed,0.8,0.4998,0.0004,1.0
s016,6,fixed,0.8,0.4968,0.0064,1.0
s016,7,fixed,0.8,0.5132,0.0136,0.96
s017,1,fixed,0.8,0.4994,0.0012,1.0
s017,2,fixed,0.8,0.4882,0.0236,1.0
s017,3,fixed,0.8,0.4996,0.0008,1.0
s017,4,fixed,0.8,0.5,0.0,1.0
s017,5,fixed,0.8,0.4976,0.0048,1.0
s017,6,fixed,0.8,0.5,0.0,1.0
s017,7,fixed,0.8,0.5,0.0,1.0
s018,1,fixed,0.8,0.5126,0.0148,0.96
s018,2,fixed,0.8,0.5196,0.0008,0.96
s018,3,fixed,0.8,0.5,0.0,1.0
s018,4,fixed,0.8,0.5,0.0,1.0
s018,5,fixed,0.8,0.5085999999999999,0.0028,0.98
s018,6,fixed,0.8,0.4998,0.0004,1.0
s018,7,fixed,0.8,0.5,0.0,1.0
s019,1,fixed,0.8,0.505,0.01,0.98
s019,2,fixed,0.8,0.5,0.0,1.0
s019,3,fixed,0.8,0.4986,0.0028,1.0
s019,4,fixed,0.8,0.4982,0.0036,1.0
s019,5,fixed,0.8,0.5262,0.0076,0.94
s019,6,fixed,0.8,0.498,0.004,1.0
s019,7,fixed,0.8,0.491,0.018,1.0
s020,1,fixed,0.8,0.498,0.004,1.0
s020,2,fixed,0.8,0.5075999999999999,0.0048,0.98
s020,3,fixed,0.8,0.4962,0.0076,1.0
s020,4,fixed,0.8,0.4984,0.0032,1.0
s020,5,fixed,0.8,0.498,0.024,0.98
s020,6,fixed,0.8,0.495,0.01,1.0
s020,7,fixed,0.8,0.4996,0.0008,1.0
s021,1,fixed,0.8,0.5,0.0,1.0
s021,2,fixed,0.8,0.4998,0.0004,1.0
s021,3,fixed,0.8,0.5,0.0,1.0
s021,4,fixed,0.8,0.5,0.0,1.0
s021,5,fixed,0.8,0.5034,0.0132,0.98
s021,6,fixed,0.8,0.5178,0.0044,0.96
s021,7,fixed,0.8,0.5,0.0,1.0
s022,1,fixed,0.8,0.5,0.0,1.0
s022,2,fixed,0.8,0.5,0.0,1.0
s022,3,fixed,0.8,0.509,0.002,0.98
s022,4,fixed,0.8,0.5,0.0,1.0
s022,5,fixed,0.8,0.4996,0.0008,1.0
s022,6,fixed,0.8,0.4996,0.0008,1.0
s022,7,fixed,0.8,0.5,0.0,1.0
s024,1,fixed,0.8,0.5,0.0,1.0
s024,2,fixed,0.8,0.4954,0.0092,1.0
s024,3,fixed,0.8,0.4992,0.0016,1.0
s024,4,fixed,0.8,0.49,0.02,1.0
s024,5,fixed,0.8,0.5,0.0,1.0
s024,6,fixed,0.8,0.5,0.0,1.0
s024,7,fixed,0.8,0.4974,0.0052,1.0
s025,1,fixed,0.8,0.5,0.0,1.0
s025,2,fixed,0.8,0.5,0.0,1.0
s025,3,fixed,0.8,0.5196,0.0008,0.96
s025,4,fixed,0.8,0.5,0.0,1.0
s025,5,fixed,0.8,0.515,0.01,0.96
s025,6,fixed,0.8,0.4986,0.0028,1.0
s025,7,fixed,0.8,0.5,0.0,1.0
s026,1,fixed,0.8,0.4994,0.0012,1.0
s026,2,fixed,0.8,0.4886,0.0228,1.0
s026,3,fixed,0.8,0.4996,0.0208,0.98
s026,4,fixed,0.8,0.5198,0.0004,0.96
s026,5,fixed,0.8,0.498,0.024,0.98
s026,6,fixed,0.8,0.5,0.0,1.0
s026,7,fixed,0.8,0.4932,0.0136,1.0
s027,1,fixed,0.8,0.4996,0.0008,1.0
s027,2,fixed,0.8,0.4996,0.0008,1.0
s027,3,fixed,0.8,0.5,0.0,1.0
s027,4,fixed,0.8,0.5095999999999999,0.0008,0.98
s027,5,fixed,0.8,0.5292,0.0016,0.94
s027,6,fixed,0.8,0.5,0.0,1.0
s027,7,fixed,0.8,0.5075999999999999,0.0048,0.98
s028,1,fixed,0.8,0.5,0.0,1.0
s028,2,fixed,0.8,0.4982,0.0036,1.0
s028,3,fixed,0.8,0.4996,0.0008,1.0
s028,4,fixed,0.8,0.5098,0.0204,0.96
s028,5,fixed,0.8,0.5,0.0,1.0
s028,6,fixed,0.8,0.4972,0.0056,1.0
s028,7,fixed,0.8,0.497,0.006,1.0
s029,1,fixed,0.8,0.4998,0.0004,1.0
s029,2,fixed,0.8,0.497,0.006,1.0
s029,3,fixed,0.8,0.4846,0.0308,1.0
s029,4,fixed,0.8,0.4996,0.0008,1.0
s029,5,fixed,0.8,0.499,0.002,1.0
s029,6,fixed,0.8,0.5,0.0,1.0
s029,7,fixed,0.8,0.5,0.0,1.0
s030,1,fixed,0.8,0.507,0.006,0.98
s030,2,fixed,0.8,0.5168,0.0064,0.96
s030,3,fixed,0.8,0.4988,0.0024,1.0
s030,4,fixed,0.8,0.5,0.0,1.0
s030,5,fixed,0.8,0.4982,0.0036,1.0
s030,6,fixed,0.8,0.4984,0.0032,1.0
s030,7,fixed,0.8,0.5,0.0,1.0
s031,1,fixed,0.8,0.5,0.0,1.0
s031,2,fixed,0.8,0.5,0.0,1.0
s031,3,fixed,0.8,0.4966,0.0068,1.0
s031,4,fixed,0.8,0.5,0.0,1.0
s031,5,fixed,0.8,0.517,0.026,0.94
s031,6,fixed,0.8,0.5126,0.0148,0.96
s031,7,fixed,0.8,0.4972,0.0056,1.0
s032,1,fixed,0.8,0.4972,0.0056,1.0
s032,2,fixed,0.8,0.5045999999999999,0.0108,0.98
s032,3,fixed,0.8,0.5166,0.0068,0.96
s032,4,fixed,0.8,0.5,0.0,1.0
s032,5,fixed,0.8,0.5,0.0,1.0
s032,6,fixed,0.8,0.4926,0.0348,0.98
s032,7,fixed,0.8,0.5174,0.0052,0.96
s033,1,fixed,0.8,0.4998,0.0004,1.0
s033,2,fixed,0.8,0.4978,0.0044,1.0
s033,3,fixed,0.8,0.5298,0.0004,0.94
s033,4,fixed,0.8,0.5,0.0,1.0
s033,5,fixed,0.8,0.498,0.004,1.0
s033,6,fixed,0.8,0.5,0.0,1.0
s033,7,fixed,0.8,0.52,0.0,0.96
s034,1,fixed,0.8,0.5098,0.0004,0.98
s034,2,fixed,0.8,0.5,0.0,1.0
s034,3,fixed,0.8,0.4998,0.0004,1.0
s034,4,fixed,0.8,0.495,0.01,1.0
s034,5,fixed,0.8,0.5,0.0,1.0
s034,6,fixed,0.8,0.4998,0.0004,1.0
s034,7,fixed,0.8,0.491,0.018,1.0
s035,1,fixed,0.8,0.4944,0.0112,1.0
s035,2,fixed,0.8,0.4994,0.0012,1.0
s035,3,fixed,0.8,0.5,0.0,1.0
s035,4,fixed,0.8,0.4974,0.0052,1.0
s035,5,fixed,0.8,0.4998,0.0004,1.0
s035,6,fixed,0.8,0.5,0.0,1.0
s035,7,fixed,0.8,0.6062000000000001,0.3476,0.44
s036,1,fixed,0.8,0.5,0.0,1.0
s036,2,fixed,0.8,0.5,0.0,1.0
s036,3,fixed,0.8,0.4982,0.0036,1.0
s036,4,fixed,0.8,0.5,0.0,1.0
s036,5,fixed,0.8,0.5,0.0,1.0
s036,6,fixed,0.8,0.5,0.0,1.0
s036,7,fixed,0.8,0.5296,0.0008,0.94
s037,1,fixed,0.8,0.4888,0.0224,1.0
s037,2,fixed,0.8,0.5176,0.0048,0.96
s037,3,fixed,0.8,0.494,0.012,1.0
s037,4,fixed,0.8,0.5,0.0,1.0
s037,5,fixed,0.8,0.5035999999999999,0.0128,0.98
s037,6,fixed,0.8,0.4972,0.0056,1.0
s037,7,fixed,0.8,0.4916,0.0168,1.0
s038,1,fixed,0.8,0.5,0.0,1.0
s038,2,fixed,0.8,0.4772,0.0456,1.0
s038,3,fixed,0.8,0.494,0.012,1.0
s038,4,fixed,0.8,0.4994,0.0012,1.0
s038,5,fixed,0.8,0.4948,0.0104,1.0
s038,6,fixed,0.8,0.481,0.038,1.0
s038,7,fixed,0.8,0.5,0.0,1.0
s039,1,fixed,0.8,0.4944,0.0112,1.0
s039,2,fixed,0.8,0.515,0.01,0.96
s039,3,fixed,0.8,0.5094,0.0012,0.98
s039,4,fixed,0.8,0.5208,0.0184,0.94
s039,5,fixed,0.8,0.5,0.0,1.0
s039,6,fixed,0.8,0.503,0.014,0.98
s039,7,fixed,0.8,0.5094,0.0012,0.98
s040,1,fixed,0.8,0.4996,0.0008,1.0
s040,2,fixed,0.8,0.4992,0.0016,1.0
s040,3,fixed,0.8,0.502,0.016,0.98
s040,4,fixed,0.8,0.5095999999999999,0.0008,0.98
s040,5,fixed,0.8,0.5098,0.0004,0.98
s040,6,fixed,0.8,0.4994,0.0012,1.0
s040,7,fixed,0.8,0.51,0.0,0.98
s041,1,fixed,0.8,0.5098,0.0004,0.98
s041,2,fixed,0.8,0.6398,0.0004,0.72
s041,3,fixed,0.8,0.5075999999999999,0.0048,0.98
s041,4,fixed,0.8,0.4992,0.0016,1.0
s041,5,fixed,0.8,0.5494,0.0012,0.9
s041,6,fixed,0.8,0.4688,0.0624,1.0
s041,7,fixed,0.8,0.5,0.0,1.0
s042,1,fixed,0.8,0.509,0.002,0.98
s042,2,fixed,0.8,0.5348,0.0104,0.92
s042,3,fixed,0.8,0.4992,0.0016,1.0
s042,4,fixed,0.8,0.5186,0.0028,0.96
s042,5,fixed,0.8,0.4996,0.0008,1.0
s042,6,fixed,0.8,0.5,0.0,1.0
s042,7,fixed,0.8,0.4998,0.0004,1.0
s043,1,fixed,0.8,0.5,0.0,1.0
s043,2,fixed,0.8,0.497,0.006,1.0
s043,3,fixed,0.8,0.496,0.008,1.0
s043,4,fixed,0.8,0.5,0.0,1.0
s043,5,fixed,0.8,0.4994,0.0012,1.0
s043,6,fixed,0.8,0.5,0.0,1.0
s043,7,fixed,0.8,0.4986,0.0028,1.0
s044,1,fixed,0.8,0.5158,0.0084,0.96
s044,2,fixed,0.8,0.4986,0.0028,1.0
s044,3,fixed,0.8,0.5,0.0,1.0
s044,4,fixed,0.8,0.4946,0.0108,1.0
s044,5,fixed,0.8,0.4998,0.0004,1.0
s044,6,fixed,0.8,0.4684,0.0632,1.0
s044,7,fixed,0.8,0.4998,0.0004,1.0
s046,1,fixed,0.8,0.4974,0.0052,1.0
s046,2,fixed,0.8,0.509,0.002,0.98
s046,3,fixed,0.8,0.5278,0.0244,0.92
s046,4,fixed,0.8,0.4964,0.0072,1.0
s046,5,fixed,0.8,0.5032,0.0136,0.98
s046,6,fixed,0.8,0.4966,0.0068,1.0
s046,7,fixed,0.8,0.5064,0.0072,0.98
s047,1,fixed,0.8,0.5,0.0,1.0
s047,2,fixed,0.8,0.5,0.0,1.0
s047,3,fixed,0.8,0.5,0.0,1.0
s047,4,fixed,0.8,0.5,0.0,1.0
s047,5,fixed,0.8,0.4978,0.0044,1.0
s047,6,fixed,0.8,0.5,0.0,1.0
s047,7,fixed,0.8,0.5,0.0,1.0
s048,1,fixed,0.8,0.4958,0.0084,1.0
s048,2,fixed,0.8,0.5034,0.0132,0.98
s048,3,fixed,0.8,0.4998,0.0004,1.0
s048,4,fixed,0.8,0.499,0.002,1.0
s048,5,fixed,0.8,0.4962,0.0076,1.0
s048,6,fixed,0.8,0.4988,0.0024,1.0
s048,7,fixed,0.8,0.4938,0.0124,1.0
s049,1,fixed,0.8,0.506,0.028,0.96
s049,2,fixed,0.8,0.5,0.0,1.0
s049,3,fixed,0.8,0.5196,0.0008,0.96
s049,4,fixed,0.8,0.5,0.0,1.0
s049,5,fixed,0.8,0.5,0.0,1.0
s049,6,fixed,0.8,0.5,0.0,1.0
s049,7,fixed,0.8,0.4992,0.0016,1.0
s050,1,fixed,0.8,0.49820000000000003,0.0236,0.98
s050,2,fixed,0.8,0.5,0.0,1.0
s050,3,fixed,0.8,0.4992,0.0016,1.0
s050,4,fixed,0.8,0.507,0.006,0.98
s050,5,fixed,0.8,0.4954,0.0292,0.98
s050,6,fixed,0.8,0.4938,0.0124,1.0
s050,7,fixed,0.8,0.4994,0.0012,1.0
s051,1,fixed,0.8,0.5,0.0,1.0
s051,2,fixed,0.8,0.5178,0.0044,0.96
s051,3,fixed,0.8,0.5242,0.0516,0.9
s051,4,fixed,0.8,0.4642,0.0716,1.0
s051,5,fixed,0.8,0.4946,0.0308,0.98
s051,6,fixed,0.8,0.5,0.0,1.0
s051,7,fixed,0.8,0.4868,0.0264,1.0
s052,1,fixed,0.8,0.4944,0.0112,1.0
s052,2,fixed,0.8,0.479,0.042,1.0
s052,3,fixed,0.8,0.55,0.0,0.9
s052,4,fixed,0.8,0.5,0.0,1.0
s052,5,fixed,0.8,0.4994,0.0012,1.0
s052,6,fixed,0.8,0.4982,0.0036,1.0
s052,7,fixed,0.8,0.4906,0.0188,1.0
s053,1,fixed,0.8,0.5,0.0,1.0
s053,2,fixed,0.8,0.5,0.0,1.0
s053,3,fixed,0.8,0.4898,0.0204,1.0
s053,4,fixed,0.8,0.5296,0.0008,0.94
s053,5,fixed,0.8,0.5272,0.0056,0.94
s053,6,fixed,0.8,0.4988,0.0024,1.0
s053,7,fixed,0.8,0.5,0.0,1.0
s054,1,fixed,0.8,0.504,0.012,0.98
s054,2,fixed,0.8,0.496,0.008,1.0
s054,3,fixed,0.8,0.4974,0.0052,1.0
s054,4,fixed,0.8,0.5,0.0,1.0
s054,5,fixed,0.8,0.4982,0.0036,1.0
s054,6,fixed,0.8,0.5098,0.0004,0.98
s054,7,fixed,0.8,0.5,0.0,1.0
s055,1,fixed,0.8,0.7488,0.0224,0.48
s055,2,fixed,0.8,0.4998,0.0004,1.0
s055,3,fixed,0.8,0.5242,0.0116,0.94
s055,4,fixed,0.8,0.4974,0.0052,1.0
s055,5,fixed,0.8,0.4986,0.0028,1.0
s055,6,fixed,0.8,0.4998,0.0004,1.0
s055,7,fixed,0.8,0.4998,0.0004,1.0
s056,1,fixed,0.8,0.5102,0.0196,0.96
s056,2,fixed,0.8,0.5,0.0,1.0
s056,3,fixed,0.8,0.497,0.006,1.0
s056,4,fixed,0.8,0.4996,0.0008,1.0
s056,5,fixed,0.8,0.4908,0.0184,1.0
s056,6,fixed,0.8,0.5092,0.0016,0.98
s056,7,fixed,0.8,0.5042,0.0116,0.98
s057,1,fixed,0.8,0.4992,0.0016,1.0
s057,2,fixed,0.8,0.4984,0.0032,1.0
s057,3,fixed,0.8,0.52,0.0,0.96
s057,4,fixed,0.8,0.4954,0.0092,1.0
s057,5,fixed,0.8,0.5075999999999999,0.0048,0.98
s057,6,fixed,0.8,0.4968,0.0064,1.0
s057,7,fixed,0.8,0.5,0.0,1.0
